 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   6.000   691.0      0.000  -8.974      0.7036       50.91     692.074    1.0737   0.0685  -1.0575   0.55278 -0.2103E-02  0.1099E-02  -0.0207  -0.0725   743.1      -53.84      -0.0053  0.8954E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0243  0.0146  67.127  -0.0054  0.05567    93538  0.004   1.0005 -17.8661   6.000     -0.7529E-02  0.5525    
   0.0294  0.0166  62.453  -0.0054  0.06815   108064  0.004   1.0005 -10.4727   6.000     -0.8411E-02  0.5525    
   0.0346  0.0181  58.198  -0.0054  0.08008   120131  0.004   1.0004  -7.0349   6.000     -0.9020E-02  0.5525    
   0.0397  0.0191  54.358  -0.0053  0.09025   129658  0.004   1.0004  -5.1121   6.000     -0.9382E-02  0.5525    
   0.0448  0.0196  50.906  -0.0053  0.09815   136869  0.005   1.0004  -3.9097   5.999     -0.9547E-02  0.5526    
   0.0500  0.0198  47.805  -0.0053  0.10372   142116  0.005   1.0004  -3.1003   5.999     -0.9567E-02  0.5526    
   0.0551  0.0198  45.018  -0.0053  0.10713   145718  0.005   1.0004  -2.5261   5.999     -0.9483E-02  0.5526    
   0.0602  0.0195  42.513  -0.0053  0.10865   147917  0.005   1.0003  -2.1027   5.999     -0.9328E-02  0.5526    
   0.0654  0.0191  40.257  -0.0053  0.10863   148969  0.005   1.0003  -1.7808   5.999     -0.9127E-02  0.5526    
   0.0705  0.0185  38.221  -0.0053  0.10740   149052  0.005   1.0003  -1.5300   5.999     -0.8899E-02  0.5526    
   0.0756  0.0179  36.378  -0.0053  0.10526   148291  0.005   1.0003  -1.3306   5.999     -0.8656E-02  0.5526    
   0.0807  0.0171  34.705  -0.0053  0.10248   146812  0.006   1.0003  -1.1694   5.999     -0.8410E-02  0.5526    
   0.0859  0.0164  33.183  -0.0053  0.09927   144667  0.006   1.0003  -1.0372   5.999     -0.8165E-02  0.5526    
   0.0910  0.0156  31.795  -0.0053  0.09580   141895  0.006   1.0003  -0.9273   5.999     -0.7926E-02  0.5526    
   0.0961  0.0147  30.523  -0.0053  0.09223   138509  0.006   1.0003  -0.8350   5.999     -0.7695E-02  0.5526    
   0.1013  0.0139  29.356  -0.0053  0.08865   134457  0.006   1.0003  -0.7567   5.999     -0.7473E-02  0.5526    
   0.1064  0.0130  28.281  -0.0053  0.08516   129690  0.007   1.0003  -0.6897   5.999     -0.7260E-02  0.5526    
   0.1115  0.0121  27.290  -0.0054  0.08183   124174  0.007   1.0003  -0.6318   5.999     -0.7058E-02  0.5526    
   0.1167  0.0111  26.373  -0.0054  0.07871   117888  0.007   1.0003  -0.5815   5.999     -0.6872E-02  0.5526    
   0.1218  0.0101  25.523  -0.0054  0.07586   110689  0.007   1.0003  -0.5374   5.999     -0.6704E-02  0.5526    
   0.1269  0.0091  24.733  -0.0054  0.07341   102003  0.007   1.0002  -0.4983   5.999     -0.6534E-02  0.5526    
   0.1320  0.0079  23.994  -0.0054  0.07156    91125  0.008   1.0002  -0.4632   5.999     -0.6338E-02  0.5526    
   0.1372  0.0065  23.303  -0.0054  0.07057    77644  0.008   1.0002  -0.4312   5.999     -0.6125E-02  0.5526    
   0.1423  0.0050  22.663  -0.0054  0.07089    61550  0.008   1.0002  -0.4014   5.999     -0.6013E-02  0.5526    
   0.1474  0.0034  22.075  -0.0054  0.07384    42853  0.008   1.0003  -0.3725   5.999     -0.6963E-02  0.5526    
