 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.500   691.0      0.000   74.06       2.866       207.4     692.300    1.3001   0.2304   0.1786   0.04607  0.1735E-01  0.4476E-02   1.0147   0.0411   900.1       37.03       1.1995  0.2949    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0243  0.0146  67.127   0.9597  0.99178    27181  0.001   0.6865   0.1637  0.6949       6.624      0.6710E-01
   0.0294  0.0166  62.453   0.9951  0.90094    36858  0.001   0.6333   0.1930  0.7545       7.125      0.7274E-01
   0.0346  0.0181  58.198   1.0303  0.80761    46752  0.002   0.5894   0.2217  0.8124       7.430      0.7816E-01
   0.0397  0.0191  54.358   1.0620  0.72059    56345  0.002   0.5542   0.2490  0.8661       7.562      0.8312E-01
   0.0448  0.0196  50.906   1.0893  0.64294    65297  0.002   0.5263   0.2743  0.9144       7.559      0.8752E-01
   0.0500  0.0198  47.805   1.1124  0.57506    73421  0.002   0.5043   0.2975  0.9570       7.460      0.9134E-01
   0.0551  0.0198  45.018   1.1318  0.51641    80618  0.003   0.4869   0.3184  0.9940       7.294      0.9460E-01
   0.0602  0.0195  42.513   1.1481  0.46605    86829  0.003   0.4732   0.3371   1.026       7.083      0.9734E-01
   0.0654  0.0191  40.257   1.1618  0.42286    92069  0.003   0.4625   0.3537   1.052       6.842      0.9961E-01
   0.0705  0.0185  38.221   1.1733  0.38579    96360  0.003   0.4540   0.3682   1.074       6.585      0.1015    
   0.0756  0.0179  36.378   1.1830  0.35393    99728  0.004   0.4475   0.3809   1.093       6.319      0.1029    
   0.0807  0.0171  34.705   1.1913  0.32643   102226  0.004   0.4426   0.3918   1.107       6.051      0.1041    
   0.0859  0.0164  33.183   1.1984  0.30263   103876  0.004   0.4391   0.4010   1.118       5.784      0.1049    
   0.0910  0.0156  31.795   1.2045  0.28198   104702  0.004   0.4368   0.4088   1.126       5.520      0.1055    
   0.0961  0.0147  30.523   1.2097  0.26400   104713  0.005   0.4354   0.4151   1.131       5.262      0.1058    
   0.1013  0.0139  29.356   1.2142  0.24832   103876  0.005   0.4351   0.4201   1.134       5.009      0.1059    
   0.1064  0.0130  28.281   1.2182  0.23463   102156  0.005   0.4357   0.4238   1.134       4.762      0.1057    
   0.1115  0.0121  27.290   1.2217  0.22265    99530  0.005   0.4371   0.4262   1.131       4.522      0.1054    
   0.1167  0.0111  26.373   1.2247  0.21215    95987  0.006   0.4392   0.4275   1.127       4.292      0.1049    
   0.1218  0.0101  25.523   1.2274  0.20294    91411  0.006   0.4417   0.4279   1.122       4.072      0.1043    
   0.1269  0.0091  24.733   1.2298  0.19510    85327  0.006   0.4454   0.4268   1.114       3.853      0.1034    
   0.1320  0.0079  23.994   1.2318  0.18882    77122  0.006   0.4507   0.4233   1.101       3.628      0.1022    
   0.1372  0.0065  23.303   1.2336  0.18421    66415  0.007   0.4575   0.4174   1.086       3.400      0.1007    
   0.1423  0.0050  22.663   1.2354  0.18088    53160  0.007   0.4621   0.4114   1.076       3.219      0.9969E-01
   0.1474  0.0034  22.075   1.2389  0.17367    37324  0.007   0.4351   0.4279   1.142       3.464      0.1059    
