 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   3.000   691.0      0.000   72.10       3.432       248.3     692.359    1.3594   0.2638   0.8711   0.27639  0.1689E-01  0.5360E-02   0.3152   0.2298   941.2       216.3       1.0116  0.1753E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0243  0.0146  67.127   1.0276  0.02397    51992  0.002   0.9159   0.9447   3.062       2.147      0.3018    
   0.0294  0.0166  62.453   1.0376  0.02214    62398  0.002   0.9147   0.9539   3.083       2.375      0.3022    
   0.0346  0.0181  58.198   1.0424  0.02071    72118  0.003   0.9137   0.9594   3.104       2.520      0.3025    
   0.0397  0.0191  54.358   1.0444  0.01960    80877  0.003   0.9129   0.9627   3.124       2.598      0.3027    
   0.0448  0.0196  50.906   1.0445  0.01873    88574  0.003   0.9124   0.9648   3.142       2.623      0.3029    
   0.0500  0.0198  47.805   1.0431  0.01804    95213  0.003   0.9121   0.9659   3.158       2.610      0.3030    
   0.0551  0.0198  45.018   1.0405  0.01748   100824  0.003   0.9118   0.9665   3.173       2.570      0.3031    
   0.0602  0.0195  42.513   1.0373  0.01703   105431  0.004   0.9117   0.9666   3.185       2.512      0.3032    
   0.0654  0.0191  40.257   1.0337  0.01667   109106  0.004   0.9117   0.9664   3.196       2.442      0.3032    
   0.0705  0.0185  38.221   1.0299  0.01638   111903  0.004   0.9117   0.9659   3.205       2.365      0.3032    
   0.0756  0.0179  36.378   1.0261  0.01617   113865  0.004   0.9117   0.9652   3.213       2.286      0.3031    
   0.0807  0.0171  34.705   1.0222  0.01601   115052  0.004   0.9118   0.9643   3.220       2.205      0.3031    
   0.0859  0.0164  33.183   1.0184  0.01591   115485  0.005   0.9120   0.9633   3.226       2.126      0.3031    
   0.0910  0.0156  31.795   1.0147  0.01587   115185  0.005   0.9121   0.9621   3.231       2.048      0.3030    
   0.0961  0.0147  30.523   1.0110  0.01587   114155  0.005   0.9123   0.9607   3.236       1.973      0.3030    
   0.1013  0.0139  29.356   1.0076  0.01593   112351  0.005   0.9124   0.9591   3.240       1.901      0.3029    
   0.1064  0.0130  28.281   1.0043  0.01606   109730  0.006   0.9126   0.9573   3.243       1.831      0.3028    
   0.1115  0.0121  27.290   1.0011  0.01626   106262  0.006   0.9129   0.9553   3.246       1.765      0.3028    
   0.1167  0.0111  26.373   0.9980  0.01655   101931  0.006   0.9130   0.9530   3.248       1.704      0.3027    
   0.1218  0.0101  25.523   0.9949  0.01694    96612  0.006   0.9131   0.9503   3.251       1.647      0.3027    
   0.1269  0.0091  24.733   0.9922  0.01751    89799  0.007   0.9133   0.9470   3.253       1.591      0.3026    
   0.1320  0.0079  23.994   0.9900  0.01841    80857  0.007   0.9138   0.9426   3.253       1.531      0.3025    
   0.1372  0.0065  23.303   0.9885  0.01984    69394  0.007   0.9147   0.9365   3.252       1.468      0.3022    
   0.1423  0.0050  22.663   0.9857  0.02214    55375  0.007   0.9145   0.9274   3.255       1.428      0.3022    
   0.1474  0.0034  22.075   0.9617  0.02576    38785  0.007   0.9029   0.9131   3.294       1.592      0.3061    
