 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   1.000   691.0      0.000   76.25       2.935       212.4     692.307    1.3074   0.2347   0.3590   0.09213  0.1786E-01  0.4585E-02   0.7620   0.0842   905.1       76.25       1.2216  0.2212    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0243  0.0146  67.127   1.1110  0.59160    30164  0.001   0.8262   0.3572   1.143       4.914      0.1115    
   0.0294  0.0166  62.453   1.1172  0.56910    39777  0.002   0.7988   0.3753   1.187       5.295      0.1153    
   0.0346  0.0181  58.198   1.1290  0.53092    49557  0.002   0.7732   0.3964   1.232       5.551      0.1192    
   0.0397  0.0191  54.358   1.1425  0.48777    59001  0.002   0.7505   0.4176   1.274       5.689      0.1228    
   0.0448  0.0196  50.906   1.1558  0.44503    67783  0.002   0.7312   0.4378   1.312       5.727      0.1260    
   0.0500  0.0198  47.805   1.1681  0.40511    75729  0.003   0.7149   0.4566   1.347       5.690      0.1289    
   0.0551  0.0198  45.018   1.1790  0.36902    82746  0.003   0.7014   0.4736   1.378       5.598      0.1314    
   0.0602  0.0195  42.513   1.1886  0.33702    88781  0.003   0.6903   0.4888   1.404       5.464      0.1335    
   0.0654  0.0191  40.257   1.1968  0.30889    93851  0.003   0.6813   0.5023   1.427       5.304      0.1352    
   0.0705  0.0185  38.221   1.2040  0.28429    97982  0.003   0.6740   0.5141   1.446       5.127      0.1367    
   0.0756  0.0179  36.378   1.2102  0.26283   101200  0.004   0.6682   0.5243   1.462       4.939      0.1379    
   0.0807  0.0171  34.705   1.2155  0.24406   103558  0.004   0.6638   0.5331   1.475       4.746      0.1388    
   0.0859  0.0164  33.183   1.2201  0.22765   105078  0.004   0.6604   0.5406   1.485       4.553      0.1395    
   0.0910  0.0156  31.795   1.2241  0.21328   105783  0.004   0.6580   0.5469   1.493       4.361      0.1400    
   0.0961  0.0147  30.523   1.2276  0.20065   105683  0.005   0.6564   0.5521   1.499       4.172      0.1404    
   0.1013  0.0139  29.356   1.2307  0.18958   104742  0.005   0.6556   0.5563   1.503       3.987      0.1405    
   0.1064  0.0130  28.281   1.2333  0.17984   102926  0.005   0.6556   0.5594   1.506       3.806      0.1405    
   0.1115  0.0121  27.290   1.2357  0.17129   100210  0.005   0.6561   0.5616   1.506       3.632      0.1404    
   0.1167  0.0111  26.373   1.2378  0.16375    96583  0.006   0.6570   0.5631   1.506       3.466      0.1402    
   0.1218  0.0101  25.523   1.2397  0.15712    91929  0.006   0.6581   0.5638   1.504       3.309      0.1400    
   0.1269  0.0091  24.733   1.2414  0.15152    85768  0.006   0.6600   0.5632   1.501       3.154      0.1396    
   0.1320  0.0079  23.994   1.2429  0.14714    77487  0.006   0.6633   0.5607   1.495       2.992      0.1389    
   0.1372  0.0065  23.303   1.2442  0.14416    66703  0.007   0.6678   0.5557   1.486       2.827      0.1380    
   0.1423  0.0050  22.663   1.2454  0.14241    53372  0.007   0.6696   0.5499   1.483       2.705      0.1376    
   0.1474  0.0034  22.075   1.2481  0.13801    37464  0.007   0.6398   0.5607   1.551       2.980      0.1440    
