 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   1.500   691.0      0.000   79.17       3.116       225.4     692.326    1.3263   0.2455   0.5268   0.13820  0.1855E-01  0.4867E-02   0.6061   0.1293   918.2       118.8       1.2405  0.1532    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0243  0.0146  67.127   1.1992  0.31532    34504  0.002   0.8694   0.5852   1.615       3.991      0.1590    
   0.0294  0.0166  62.453   1.1969  0.31885    44101  0.002   0.8557   0.5898   1.651       4.298      0.1615    
   0.0346  0.0181  58.198   1.1987  0.30962    53740  0.002   0.8422   0.5988   1.687       4.502      0.1641    
   0.0397  0.0191  54.358   1.2028  0.29379    62965  0.002   0.8297   0.6097   1.721       4.612      0.1666    
   0.0448  0.0196  50.906   1.2077  0.27518    71486  0.002   0.8185   0.6209   1.752       4.646      0.1688    
   0.0500  0.0198  47.805   1.2129  0.25599    79153  0.003   0.8089   0.6318   1.781       4.622      0.1709    
   0.0551  0.0198  45.018   1.2179  0.23749    85891  0.003   0.8006   0.6420   1.806       4.554      0.1726    
   0.0602  0.0195  42.513   1.2226  0.22034    91654  0.003   0.7936   0.6512   1.828       4.454      0.1741    
   0.0654  0.0191  40.257   1.2267  0.20473    96466  0.003   0.7878   0.6595   1.848       4.334      0.1754    
   0.0705  0.0185  38.221   1.2305  0.19073   100356  0.004   0.7830   0.6667   1.864       4.199      0.1765    
   0.0756  0.0179  36.378   1.2338  0.17827   103349  0.004   0.7791   0.6729   1.879       4.056      0.1774    
   0.0807  0.0171  34.705   1.2367  0.16718   105500  0.004   0.7760   0.6782   1.890       3.909      0.1781    
   0.0859  0.0164  33.183   1.2392  0.15736   106830  0.004   0.7735   0.6826   1.900       3.761      0.1787    
   0.0910  0.0156  31.795   1.2415  0.14867   107360  0.005   0.7717   0.6863   1.908       3.614      0.1791    
   0.0961  0.0147  30.523   1.2435  0.14096   107099  0.005   0.7703   0.6892   1.915       3.470      0.1794    
   0.1013  0.0139  29.356   1.2452  0.13417   106010  0.005   0.7694   0.6914   1.920       3.329      0.1796    
   0.1064  0.0130  28.281   1.2468  0.12817   104056  0.005   0.7690   0.6928   1.923       3.193      0.1797    
   0.1115  0.0121  27.290   1.2482  0.12290   101212  0.006   0.7689   0.6937   1.926       3.061      0.1797    
   0.1167  0.0111  26.373   1.2495  0.11826    97465  0.006   0.7689   0.6939   1.928       2.936      0.1797    
   0.1218  0.0101  25.523   1.2506  0.11423    92699  0.006   0.7691   0.6936   1.929       2.820      0.1797    
   0.1269  0.0091  24.733   1.2516  0.11091    86429  0.006   0.7697   0.6921   1.929       2.704      0.1795    
   0.1320  0.0079  23.994   1.2525  0.10855    78037  0.007   0.7714   0.6890   1.927       2.581      0.1792    
   0.1372  0.0065  23.303   1.2532  0.10735    67141  0.007   0.7739   0.6835   1.922       2.455      0.1786    
   0.1423  0.0050  22.663   1.2540  0.10733    53696  0.007   0.7743   0.6763   1.922       2.367      0.1785    
   0.1474  0.0034  22.075   1.2558  0.10586    37678  0.007   0.7477   0.6795   1.989       2.646      0.1848    
