 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   1.500   637.5      0.000   85.24       3.791       253.1     638.897    1.3970   0.2836   0.5052   0.13217  0.1422E-01  0.3721E-02   0.5204   0.1433   892.5       127.9       1.1267  0.1614    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.0912  0.32828    34777  0.002   0.8850   0.5387   1.599       3.489      0.1493    
   0.0316  0.0170  60.580   1.0895  0.32871    44995  0.002   0.8724   0.5503   1.632       3.768      0.1515    
   0.0375  0.0185  55.932   1.0916  0.31620    55156  0.002   0.8599   0.5638   1.664       3.942      0.1537    
   0.0434  0.0194  51.810   1.0955  0.29793    64678  0.002   0.8485   0.5770   1.695       4.019      0.1558    
   0.0493  0.0199  48.169   1.1000  0.27794    73244  0.002   0.8387   0.5890   1.723       4.021      0.1576    
   0.0551  0.0199  44.948   1.1045  0.25814    80768  0.003   0.8303   0.5997   1.747       3.969      0.1592    
   0.0610  0.0197  42.094   1.1088  0.23952    87253  0.003   0.8233   0.6091   1.768       3.882      0.1605    
   0.0669  0.0193  39.560   1.1127  0.22262    92690  0.003   0.8174   0.6172   1.787       3.770      0.1617    
   0.0728  0.0187  37.303   1.1161  0.20752    97141  0.003   0.8127   0.6239   1.802       3.643      0.1626    
   0.0787  0.0180  35.288   1.1191  0.19417   100669  0.004   0.8088   0.6294   1.815       3.508      0.1634    
   0.0846  0.0173  33.482   1.1217  0.18245   103319  0.004   0.8058   0.6337   1.826       3.369      0.1640    
   0.0905  0.0165  31.855   1.1240  0.17213   105167  0.004   0.8034   0.6370   1.835       3.230      0.1645    
   0.0964  0.0157  30.386   1.1260  0.16307   106242  0.004   0.8016   0.6395   1.842       3.093      0.1649    
   0.1023  0.0149  29.055   1.1278  0.15513   106569  0.005   0.8004   0.6410   1.848       2.959      0.1651    
   0.1082  0.0141  27.843   1.1293  0.14815   106158  0.005   0.7995   0.6418   1.852       2.829      0.1653    
   0.1140  0.0132  26.737   1.1306  0.14206   104972  0.005   0.7991   0.6419   1.855       2.704      0.1654    
   0.1199  0.0124  25.723   1.1318  0.13676   102968  0.005   0.7991   0.6412   1.857       2.583      0.1654    
   0.1258  0.0115  24.792   1.1329  0.13218   100120  0.006   0.7994   0.6398   1.859       2.468      0.1653    
   0.1317  0.0106  23.934   1.1339  0.12824    96413  0.006   0.7998   0.6377   1.859       2.359      0.1653    
   0.1376  0.0096  23.142   1.1347  0.12492    91724  0.006   0.8003   0.6350   1.859       2.258      0.1652    
   0.1435  0.0086  22.408   1.1355  0.12238    85563  0.007   0.8012   0.6310   1.859       2.159      0.1650    
   0.1494  0.0075  21.723   1.1361  0.12091    77304  0.007   0.8031   0.6250   1.855       2.055      0.1646    
   0.1553  0.0062  21.085   1.1367  0.12085    66559  0.007   0.8057   0.6162   1.850       1.948      0.1640    
   0.1612  0.0048  20.495   1.1373  0.12256    53288  0.007   0.8063   0.6046   1.850       1.873      0.1639    
   0.1671  0.0033  19.955   1.1385  0.12475    37474  0.008   0.7823   0.5992   1.905       2.095      0.1689    
