 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   2.500   900.0      0.000   173.8       7.759       731.2     901.812    1.8125   0.4474   0.5942   0.15603  0.1455E-01  0.3821E-02   0.6599   0.2658   1635.       434.5       1.1335  0.1248    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.1153  0.22214    53137  0.002   0.8949   0.6568   2.626       3.168      0.1744    
   0.0316  0.0170  60.580   1.1131  0.22616    67619  0.003   0.8865   0.6649   2.669       3.426      0.1760    
   0.0375  0.0185  55.932   1.1135  0.22123    81853  0.003   0.8780   0.6738   2.710       3.582      0.1777    
   0.0434  0.0194  51.810   1.1152  0.21173    95079  0.003   0.8702   0.6823   2.749       3.649      0.1793    
   0.0493  0.0199  48.169   1.1174  0.20030   106899  0.004   0.8634   0.6899   2.785       3.648      0.1807    
   0.0551  0.0199  44.948   1.1199  0.18835   117228  0.004   0.8576   0.6968   2.816       3.600      0.1820    
   0.0610  0.0197  42.094   1.1224  0.17667   126093  0.004   0.8526   0.7028   2.843       3.521      0.1830    
   0.0669  0.0193  39.560   1.1246  0.16579   133491  0.005   0.8484   0.7078   2.867       3.420      0.1839    
   0.0728  0.0187  37.303   1.1267  0.15589   139518  0.005   0.8450   0.7119   2.887       3.306      0.1847    
   0.0787  0.0180  35.288   1.1286  0.14700   144261  0.005   0.8422   0.7151   2.904       3.185      0.1853    
   0.0846  0.0173  33.482   1.1302  0.13911   147786  0.006   0.8399   0.7175   2.918       3.062      0.1858    
   0.0905  0.0165  31.855   1.1317  0.13208   150200  0.006   0.8382   0.7192   2.930       2.939      0.1862    
   0.0964  0.0157  30.386   1.1330  0.12587   151540  0.006   0.8368   0.7202   2.940       2.818      0.1865    
   0.1023  0.0149  29.055   1.1341  0.12039   151843  0.007   0.8358   0.7206   2.948       2.700      0.1867    
   0.1082  0.0141  27.843   1.1351  0.11556   151117  0.007   0.8351   0.7204   2.954       2.586      0.1868    
   0.1140  0.0132  26.737   1.1360  0.11133   149308  0.007   0.8347   0.7196   2.959       2.477      0.1869    
   0.1199  0.0124  25.723   1.1368  0.10764   146357  0.008   0.8346   0.7183   2.963       2.371      0.1870    
   0.1258  0.0115  24.792   1.1375  0.10446   142224  0.008   0.8346   0.7164   2.966       2.271      0.1869    
   0.1317  0.0106  23.934   1.1381  0.10173   136885  0.009   0.8348   0.7139   2.968       2.177      0.1869    
   0.1376  0.0096  23.142   1.1387  0.09946   130168  0.009   0.8349   0.7109   2.969       2.090      0.1869    
   0.1435  0.0086  22.408   1.1392  0.09779   121375  0.009   0.8354   0.7068   2.970       2.004      0.1868    
   0.1494  0.0075  21.723   1.1396  0.09696   109618  0.010   0.8367   0.7009   2.967       1.913      0.1865    
   0.1553  0.0062  21.085   1.1400  0.09729    94351  0.010   0.8386   0.6925   2.962       1.820      0.1861    
   0.1612  0.0048  20.495   1.1404  0.09907    75516  0.010   0.8387   0.6813   2.963       1.756      0.1860    
   0.1671  0.0033  19.955   1.1413  0.10117    53093  0.011   0.8170   0.6749   3.040       1.976      0.1910    
