 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   3.000   637.5      0.000   67.35       3.491       233.1     638.866    1.3656   0.2672   0.8668   0.26434  0.1124E-01  0.3427E-02   0.2322   0.2316   872.4       202.0       0.7980  0.2209E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.7996  0.02937    52819  0.002   0.9363   0.9134   3.045       1.598      0.2823    
   0.0316  0.0170  60.580   0.8001  0.02672    63868  0.002   0.9363   0.9288   3.062       1.755      0.2823    
   0.0375  0.0185  55.932   0.7986  0.02478    73998  0.003   0.9363   0.9375   3.077       1.844      0.2823    
   0.0434  0.0194  51.810   0.7979  0.02340    82859  0.003   0.9363   0.9426   3.092       1.882      0.2823    
   0.0493  0.0199  48.169   0.7981  0.02241    90379  0.003   0.9363   0.9454   3.105       1.883      0.2823    
   0.0551  0.0199  44.948   0.7984  0.02168    96669  0.003   0.9363   0.9468   3.116       1.859      0.2823    
   0.0610  0.0197  42.094   0.7984  0.02112   101863  0.003   0.9363   0.9473   3.126       1.818      0.2823    
   0.0669  0.0193  39.560   0.7984  0.02070   106020  0.004   0.9363   0.9472   3.135       1.767      0.2823    
   0.0728  0.0187  37.303   0.7983  0.02039   109249  0.004   0.9363   0.9465   3.142       1.710      0.2823    
   0.0787  0.0180  35.288   0.7983  0.02017   111631  0.004   0.9363   0.9454   3.149       1.651      0.2823    
   0.0846  0.0173  33.482   0.7984  0.02003   113223  0.004   0.9363   0.9440   3.154       1.591      0.2823    
   0.0905  0.0165  31.855   0.7983  0.01995   114102  0.005   0.9363   0.9424   3.159       1.533      0.2823    
   0.0964  0.0157  30.386   0.7983  0.01993   114291  0.005   0.9363   0.9404   3.164       1.475      0.2823    
   0.1023  0.0149  29.055   0.7984  0.01998   113810  0.005   0.9363   0.9382   3.167       1.420      0.2823    
   0.1082  0.0141  27.843   0.7983  0.02008   112659  0.005   0.9363   0.9358   3.171       1.368      0.2823    
   0.1140  0.0132  26.737   0.7984  0.02025   110793  0.006   0.9363   0.9331   3.173       1.318      0.2823    
   0.1199  0.0124  25.723   0.7984  0.02049   108162  0.006   0.9363   0.9301   3.176       1.270      0.2823    
   0.1258  0.0115  24.792   0.7984  0.02082   104732  0.006   0.9363   0.9267   3.178       1.225      0.2823    
   0.1317  0.0106  23.934   0.7984  0.02126   100483  0.006   0.9363   0.9229   3.180       1.183      0.2823    
   0.1376  0.0096  23.142   0.7983  0.02183    95285  0.007   0.9362   0.9185   3.182       1.145      0.2824    
   0.1435  0.0086  22.408   0.7982  0.02263    88628  0.007   0.9362   0.9131   3.184       1.107      0.2824    
   0.1494  0.0075  21.723   0.7986  0.02385    79865  0.007   0.9365   0.9062   3.185       1.066      0.2823    
   0.1553  0.0062  21.085   0.7992  0.02575    68604  0.007   0.9370   0.8965   3.184       1.024      0.2821    
   0.1612  0.0048  20.495   0.7990  0.02880    54811  0.008   0.9367   0.8824   3.186      0.9968      0.2822    
   0.1671  0.0033  19.955   0.7834  0.03377    38478  0.008   0.9274   0.8597   3.217       1.119      0.2850    
