 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   637.5      0.000   79.06       3.649       243.6     638.882    1.3821   0.2759   0.0000   0.00000  0.1319E-01  0.3581E-02   1.3035   0.0000   883.0       0.000       1.0736  0.3655    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.7001  1.41974    25809  0.001   0.0000   0.0519  0.3004       10.25      0.2734E-01
   0.0316  0.0170  60.580   0.7819  1.23835    36136  0.001   0.0000   0.0738  0.3755       10.43      0.3420E-01
   0.0375  0.0185  55.932   0.8469  1.07705    46638  0.002   0.0000   0.0966  0.4440       10.39      0.4044E-01
   0.0434  0.0194  51.810   0.8978  0.93917    56660  0.002   0.0000   0.1191  0.5042       10.19      0.4587E-01
   0.0493  0.0199  48.169   0.9378  0.82344    65811  0.002   0.0000   0.1403  0.5561       9.884      0.5048E-01
   0.0551  0.0199  44.948   0.9695  0.72673    73946  0.002   0.0000   0.1598  0.6001       9.513      0.5436E-01
   0.0610  0.0197  42.094   0.9949  0.64587    81034  0.003   0.0000   0.1775  0.6372       9.114      0.5760E-01
   0.0669  0.0193  39.560   1.0154  0.57830    87047  0.003   0.0000   0.1933  0.6681       8.701      0.6025E-01
   0.0728  0.0187  37.303   1.0321  0.52161    92039  0.003   0.0000   0.2073  0.6936       8.290      0.6241E-01
   0.0787  0.0180  35.288   1.0458  0.47384    96066  0.004   0.0000   0.2194  0.7141       7.887      0.6413E-01
   0.0846  0.0173  33.482   1.0571  0.43342    99175  0.004   0.0000   0.2298  0.7304       7.495      0.6547E-01
   0.0905  0.0165  31.855   1.0666  0.39898   101441  0.004   0.0000   0.2386  0.7428       7.119      0.6648E-01
   0.0964  0.0157  30.386   1.0745  0.36953   102898  0.004   0.0000   0.2458  0.7518       6.758      0.6718E-01
   0.1023  0.0149  29.055   1.0813  0.34425   103574  0.005   0.0000   0.2515  0.7576       6.411      0.6759E-01
   0.1082  0.0141  27.843   1.0871  0.32245   103481  0.005   0.0000   0.2558  0.7603       6.079      0.6775E-01
   0.1140  0.0132  26.737   1.0920  0.30365   102586  0.005   0.0000   0.2587  0.7600       5.758      0.6764E-01
   0.1199  0.0124  25.723   1.0962  0.28743   100853  0.005   0.0000   0.2600  0.7566       5.447      0.6728E-01
   0.1258  0.0115  24.792   1.0999  0.27344    98255  0.006   0.0000   0.2600  0.7504       5.146      0.6666E-01
   0.1317  0.0106  23.934   1.1030  0.26139    94779  0.006   0.0000   0.2585  0.7414       4.854      0.6580E-01
   0.1376  0.0096  23.142   1.1058  0.25109    90307  0.006   0.0000   0.2557  0.7297       4.571      0.6471E-01
   0.1435  0.0086  22.408   1.1082  0.24261    84356  0.006   0.0000   0.2509  0.7140       4.287      0.6327E-01
   0.1494  0.0075  21.723   1.1102  0.23619    76307  0.007   0.0000   0.2434  0.6927       3.993      0.6133E-01
   0.1553  0.0062  21.085   1.1118  0.23204    65774  0.007   0.0000   0.2329  0.6659       3.691      0.5892E-01
   0.1612  0.0048  20.495   1.1134  0.23005    52711  0.007   0.0000   0.2217  0.6412       3.423      0.5670E-01
   0.1671  0.0033  19.955   1.1164  0.22591    37095  0.008   0.0000   0.2300  0.6825       3.515      0.6037E-01
