 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   2.500   637.5      0.000   89.14       4.156       277.5     638.935    1.4353   0.3026   0.8031   0.22028  0.1487E-01  0.4080E-02   0.3576   0.2430   917.0       222.8       1.1008  0.4445E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.1437  0.09054    46312  0.002   0.9075   0.8318   2.571       2.546      0.2427    
   0.0316  0.0170  60.580   1.1432  0.08866    56924  0.002   0.9054   0.8482   2.596       2.777      0.2433    
   0.0375  0.0185  55.932   1.1431  0.08624    66947  0.002   0.9032   0.8580   2.621       2.913      0.2439    
   0.0434  0.0194  51.810   1.1431  0.08368    75961  0.003   0.9011   0.8639   2.643       2.970      0.2445    
   0.0493  0.0199  48.169   1.1432  0.08114    83805  0.003   0.8993   0.8672   2.663       2.968      0.2450    
   0.0551  0.0199  44.948   1.1434  0.07862    90513  0.003   0.8977   0.8690   2.681       2.927      0.2454    
   0.0610  0.0197  42.094   1.1436  0.07617    96166  0.003   0.8963   0.8698   2.697       2.862      0.2458    
   0.0669  0.0193  39.560   1.1439  0.07390   100790  0.003   0.8951   0.8697   2.711       2.781      0.2461    
   0.0728  0.0187  37.303   1.1441  0.07182   104475  0.004   0.8941   0.8690   2.722       2.690      0.2464    
   0.0787  0.0180  35.288   1.1443  0.06996   107291  0.004   0.8933   0.8678   2.733       2.596      0.2466    
   0.0846  0.0173  33.482   1.1445  0.06832   109288  0.004   0.8927   0.8661   2.741       2.499      0.2468    
   0.0905  0.0165  31.855   1.1454  0.03108   110541  0.004   0.8920   0.9328   2.749       2.406      0.2469    
   0.0964  0.0157  30.386   1.1334  0.03055   111076  0.005   0.8926   0.9307   2.753       2.291      0.2468    
   0.1023  0.0149  29.055   1.1221  0.03014   110913  0.005   0.8931   0.9282   2.756       2.181      0.2466    
   0.1082  0.0141  27.843   1.1113  0.02985   110055  0.005   0.8938   0.9254   2.758       2.078      0.2465    
   0.1140  0.0132  26.737   1.1011  0.02968   108458  0.005   0.8944   0.9224   2.760       1.981      0.2463    
   0.1199  0.0124  25.723   1.0915  0.02966   106076  0.006   0.8951   0.9189   2.761       1.890      0.2461    
   0.1258  0.0115  24.792   1.0825  0.02977   102878  0.006   0.8958   0.9151   2.762       1.805      0.2459    
   0.1317  0.0106  23.934   1.0738  0.03005    98845  0.006   0.8964   0.9108   2.763       1.726      0.2457    
   0.1376  0.0096  23.142   1.0655  0.03052    93851  0.006   0.8969   0.9058   2.763       1.655      0.2456    
   0.1435  0.0086  22.408   1.0579  0.03132    87393  0.007   0.8976   0.8998   2.763       1.585      0.2454    
   0.1494  0.0075  21.723   1.0511  0.03270    78832  0.007   0.8987   0.8919   2.761       1.513      0.2451    
   0.1553  0.0062  21.085   1.0453  0.03501    67779  0.007   0.9001   0.8809   2.759       1.440      0.2447    
   0.1612  0.0048  20.495   1.0383  0.03881    54196  0.007   0.9004   0.8651   2.759       1.390      0.2447    
   0.1671  0.0033  19.955   1.0106  0.04472    38073  0.008   0.8875   0.8414   2.798       1.540      0.2482    
