 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.500   637.5      0.000   80.23       3.598       240.2     638.877    1.3768   0.2731   0.1670   0.04406  0.1339E-01  0.3531E-02   0.9051   0.0456   879.6       40.11       1.0921  0.2997    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.8727  1.02083    27174  0.001   0.7154   0.1352  0.6706       5.917      0.6158E-01
   0.0316  0.0170  60.580   0.9076  0.91959    37526  0.001   0.6604   0.1665  0.7277       6.411      0.6671E-01
   0.0375  0.0185  55.932   0.9419  0.81690    48024  0.002   0.6151   0.1957  0.7830       6.698      0.7163E-01
   0.0434  0.0194  51.810   0.9719  0.72333    58010  0.002   0.5794   0.2225  0.8334       6.800      0.7604E-01
   0.0493  0.0199  48.169   0.9971  0.64183    67100  0.002   0.5517   0.2466  0.8776       6.764      0.7986E-01
   0.0551  0.0199  44.948   1.0180  0.57198    75159  0.002   0.5301   0.2681  0.9159       6.636      0.8311E-01
   0.0610  0.0197  42.094   1.0352  0.51253    82162  0.003   0.5133   0.2871  0.9485       6.449      0.8583E-01
   0.0669  0.0193  39.560   1.0495  0.46221    88087  0.003   0.5002   0.3037  0.9758       6.226      0.8808E-01
   0.0728  0.0187  37.303   1.0612  0.41957    92992  0.003   0.4900   0.3180  0.9984       5.982      0.8991E-01
   0.0787  0.0180  35.288   1.0710  0.38337    96935  0.004   0.4822   0.3303   1.017       5.728      0.9137E-01
   0.0846  0.0173  33.482   1.0792  0.35255    99963  0.004   0.4763   0.3406   1.031       5.471      0.9250E-01
   0.0905  0.0165  31.855   1.0861  0.32614   102154  0.004   0.4719   0.3493   1.043       5.216      0.9336E-01
   0.0964  0.0157  30.386   1.0920  0.30346   103540  0.004   0.4689   0.3564   1.051       4.966      0.9395E-01
   0.1023  0.0149  29.055   1.0970  0.28390   104150  0.005   0.4671   0.3620   1.057       4.722      0.9432E-01
   0.1082  0.0141  27.843   1.1013  0.26697   103996  0.005   0.4663   0.3662   1.060       4.485      0.9447E-01
   0.1140  0.0132  26.737   1.1050  0.25232   103044  0.005   0.4666   0.3691   1.061       4.255      0.9442E-01
   0.1199  0.0124  25.723   1.1082  0.23962   101257  0.005   0.4678   0.3707   1.059       4.030      0.9418E-01
   0.1258  0.0115  24.792   1.1110  0.22862    98609  0.006   0.4699   0.3711   1.055       3.813      0.9375E-01
   0.1317  0.0106  23.934   1.1134  0.21908    95086  0.006   0.4728   0.3704   1.050       3.604      0.9319E-01
   0.1376  0.0096  23.142   1.1156  0.21086    90570  0.006   0.4763   0.3686   1.043       3.404      0.9250E-01
   0.1435  0.0086  22.408   1.1174  0.20406    84576  0.006   0.4810   0.3654   1.033       3.205      0.9160E-01
   0.1494  0.0075  21.723   1.1191  0.19891    76484  0.007   0.4875   0.3598   1.020       3.001      0.9036E-01
   0.1553  0.0062  21.085   1.1205  0.19566    65909  0.007   0.4958   0.3517   1.004       2.795      0.8885E-01
   0.1612  0.0048  20.495   1.1218  0.19430    52807  0.007   0.5020   0.3428  0.9919       2.629      0.8777E-01
   0.1671  0.0033  19.955   1.1244  0.19140    37157  0.008   0.4758   0.3506   1.046       2.816      0.9260E-01
