 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   2.000   900.0      0.000   169.1       7.384       695.9     901.773    1.7732   0.4352   0.4859   0.12483  0.1415E-01  0.3636E-02   0.7629   0.2115   1599.       338.1       1.1244  0.1663    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.0815  0.35726    47928  0.002   0.8809   0.5105   2.144       3.602      0.1417    
   0.0316  0.0170  60.580   1.0803  0.35660    62350  0.002   0.8666   0.5219   2.192       3.891      0.1440    
   0.0375  0.0185  55.932   1.0833  0.34145    76734  0.003   0.8525   0.5362   2.240       4.071      0.1464    
   0.0434  0.0194  51.810   1.0882  0.32015    90245  0.003   0.8399   0.5506   2.285       4.153      0.1486    
   0.0493  0.0199  48.169   1.0936  0.29722   102420  0.003   0.8289   0.5639   2.325       4.155      0.1506    
   0.0551  0.0199  44.948   1.0990  0.27478   113127  0.004   0.8196   0.5759   2.361       4.102      0.1523    
   0.0610  0.0197  42.094   1.1040  0.25383   122365  0.004   0.8118   0.5866   2.392       4.012      0.1538    
   0.0669  0.0193  39.560   1.1084  0.23493   130119  0.004   0.8054   0.5958   2.418       3.896      0.1550    
   0.0728  0.0187  37.303   1.1124  0.21811   136477  0.005   0.8002   0.6036   2.441       3.765      0.1560    
   0.0787  0.0180  35.288   1.1158  0.20329   141523  0.005   0.7960   0.6101   2.460       3.624      0.1568    
   0.0846  0.0173  33.482   1.1188  0.19030   145325  0.006   0.7926   0.6154   2.476       3.479      0.1575    
   0.0905  0.0165  31.855   1.1214  0.17887   147989  0.006   0.7901   0.6197   2.488       3.334      0.1580    
   0.0964  0.0157  30.386   1.1236  0.16886   149556  0.006   0.7882   0.6229   2.499       3.191      0.1584    
   0.1023  0.0149  29.055   1.1256  0.16007   150064  0.007   0.7868   0.6253   2.507       3.051      0.1586    
   0.1082  0.0141  27.843   1.1273  0.15234   149524  0.007   0.7860   0.6269   2.513       2.916      0.1588    
   0.1140  0.0132  26.737   1.1288  0.14558   147886  0.007   0.7856   0.6277   2.517       2.785      0.1589    
   0.1199  0.0124  25.723   1.1302  0.13967   145091  0.008   0.7856   0.6277   2.519       2.659      0.1589    
   0.1258  0.0115  24.792   1.1313  0.13451   141103  0.008   0.7860   0.6271   2.521       2.538      0.1588    
   0.1317  0.0106  23.934   1.1324  0.13003   135898  0.008   0.7865   0.6257   2.521       2.424      0.1587    
   0.1376  0.0096  23.142   1.1334  0.12618   129305  0.009   0.7871   0.6237   2.521       2.318      0.1586    
   0.1435  0.0086  22.408   1.1342  0.12310   120634  0.009   0.7882   0.6206   2.519       2.214      0.1584    
   0.1494  0.0075  21.723   1.1349  0.12103   109001  0.010   0.7903   0.6156   2.514       2.105      0.1579    
   0.1553  0.0062  21.085   1.1356  0.12024    93858  0.010   0.7933   0.6080   2.506       1.993      0.1574    
   0.1612  0.0048  20.495   1.1362  0.12095    75150  0.010   0.7941   0.5983   2.505       1.914      0.1572    
   0.1671  0.0033  19.955   1.1376  0.12135    52853  0.011   0.7694   0.5968   2.584       2.136      0.1622    
