 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   900.0      0.000   157.7       7.180       676.7     901.752    1.7519   0.4284   0.0000   0.00000  0.1320E-01  0.3536E-02   1.8407   0.0000   1580.       0.000       1.0736  0.3604    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.7001  1.41378    36436  0.002   0.0000   0.0522  0.4242       10.25      0.2734E-01
   0.0316  0.0170  60.580   0.7819  1.23284    51016  0.002   0.0000   0.0742  0.5301       10.43      0.3420E-01
   0.0375  0.0185  55.932   0.8469  1.07182    65843  0.002   0.0000   0.0972  0.6268       10.39      0.4044E-01
   0.0434  0.0194  51.810   0.8978  0.93412    79990  0.003   0.0000   0.1198  0.7119       10.19      0.4587E-01
   0.0493  0.0199  48.169   0.9378  0.81852    92910  0.003   0.0000   0.1411  0.7850       9.884      0.5048E-01
   0.0551  0.0199  44.948   0.9695  0.72190   104395  0.003   0.0000   0.1608  0.8472       9.513      0.5436E-01
   0.0610  0.0197  42.094   0.9949  0.64111   114400  0.004   0.0000   0.1787  0.8996       9.114      0.5760E-01
   0.0669  0.0193  39.560   1.0154  0.57359   122889  0.004   0.0000   0.1947  0.9433       8.701      0.6025E-01
   0.0728  0.0187  37.303   1.0321  0.51693   129937  0.005   0.0000   0.2089  0.9791       8.290      0.6241E-01
   0.0787  0.0180  35.288   1.0458  0.46918   135622  0.005   0.0000   0.2213   1.008       7.887      0.6413E-01
   0.0846  0.0173  33.482   1.0571  0.42877   140011  0.005   0.0000   0.2319   1.031       7.495      0.6547E-01
   0.0905  0.0165  31.855   1.0666  0.39433   143211  0.006   0.0000   0.2408   1.049       7.119      0.6648E-01
   0.0964  0.0157  30.386   1.0745  0.36487   145268  0.006   0.0000   0.2483   1.061       6.758      0.6718E-01
   0.1023  0.0149  29.055   1.0813  0.33955   146222  0.006   0.0000   0.2542   1.070       6.411      0.6759E-01
   0.1082  0.0141  27.843   1.0871  0.31772   146091  0.007   0.0000   0.2587   1.073       6.079      0.6775E-01
   0.1140  0.0132  26.737   1.0920  0.29887   144828  0.007   0.0000   0.2618   1.073       5.758      0.6764E-01
   0.1199  0.0124  25.723   1.0962  0.28258   142380  0.008   0.0000   0.2634   1.068       5.447      0.6728E-01
   0.1258  0.0115  24.792   1.0999  0.26851   138713  0.008   0.0000   0.2636   1.059       5.146      0.6666E-01
   0.1317  0.0106  23.934   1.1030  0.25635   133806  0.008   0.0000   0.2623   1.047       4.854      0.6580E-01
   0.1376  0.0096  23.142   1.1058  0.24591   127493  0.009   0.0000   0.2597   1.030       4.571      0.6471E-01
   0.1435  0.0086  22.408   1.1082  0.23724   119091  0.009   0.0000   0.2552   1.008       4.287      0.6327E-01
   0.1494  0.0075  21.723   1.1102  0.23052   107728  0.009   0.0000   0.2479  0.9779       3.993      0.6133E-01
   0.1553  0.0062  21.085   1.1118  0.22592    92857  0.010   0.0000   0.2378  0.9400       3.691      0.5892E-01
   0.1612  0.0048  20.495   1.1134  0.22320    74416  0.010   0.0000   0.2270  0.9053       3.423      0.5670E-01
   0.1671  0.0033  19.955   1.1164  0.21771    52369  0.011   0.0000   0.2367  0.9636       3.515      0.6037E-01
