 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   3.500   900.0      0.000   178.8       8.251       777.6     901.864    1.8640   0.4626   0.8048   0.21845  0.1497E-01  0.4063E-02   0.5116   0.3723   1681.       625.8       1.1083  0.4363E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.1433  0.08519    65011  0.003   0.9073   0.8419   3.601       2.560      0.2408    
   0.0316  0.0170  60.580   1.1428  0.08423    79971  0.003   0.9051   0.8557   3.637       2.792      0.2413    
   0.0375  0.0185  55.932   1.1427  0.08238    94119  0.003   0.9027   0.8641   3.671       2.928      0.2420    
   0.0434  0.0194  51.810   1.1427  0.08016   106857  0.004   0.9005   0.8692   3.703       2.985      0.2426    
   0.0493  0.0199  48.169   1.1428  0.07781   117951  0.004   0.8986   0.8721   3.732       2.983      0.2431    
   0.0551  0.0199  44.948   1.1430  0.07538   127446  0.004   0.8969   0.8737   3.757       2.942      0.2435    
   0.0610  0.0197  42.094   1.1433  0.07296   135453  0.005   0.8955   0.8745   3.779       2.876      0.2439    
   0.0669  0.0193  39.560   1.1436  0.07068   142008  0.005   0.8942   0.8745   3.799       2.795      0.2443    
   0.0728  0.0187  37.303   1.1438  0.06857   147236  0.005   0.8932   0.8740   3.816       2.704      0.2446    
   0.0787  0.0180  35.288   1.1441  0.06665   151236  0.006   0.8923   0.8730   3.830       2.609      0.2448    
   0.0846  0.0173  33.482   1.1443  0.06496   154078  0.006   0.8916   0.8716   3.842       2.512      0.2450    
   0.0905  0.0165  31.855   1.1445  0.06344   155867  0.006   0.8911   0.8698   3.853       2.416      0.2452    
   0.0964  0.0157  30.386   1.1447  0.06212   156639  0.007   0.8906   0.8677   3.862       2.323      0.2453    
   0.1023  0.0149  29.055   1.1356  0.02581   156426  0.007   0.8910   0.9384   3.867       2.217      0.2452    
   0.1082  0.0141  27.843   1.1243  0.02555   155230  0.007   0.8916   0.9360   3.871       2.111      0.2450    
   0.1140  0.0132  26.737   1.1137  0.02539   152991  0.008   0.8923   0.9334   3.873       2.012      0.2448    
   0.1199  0.0124  25.723   1.1037  0.02536   149642  0.008   0.8930   0.9304   3.874       1.919      0.2446    
   0.1258  0.0115  24.792   1.0943  0.02544   145140  0.008   0.8937   0.9271   3.875       1.831      0.2444    
   0.1317  0.0106  23.934   1.0853  0.02566   139458  0.009   0.8944   0.9233   3.876       1.751      0.2442    
   0.1376  0.0096  23.142   1.0767  0.02605   132418  0.009   0.8950   0.9190   3.877       1.678      0.2441    
   0.1435  0.0086  22.408   1.0687  0.02673   123311  0.009   0.8957   0.9137   3.876       1.607      0.2439    
   0.1494  0.0075  21.723   1.0617  0.02789   111237  0.010   0.8968   0.9068   3.874       1.533      0.2436    
   0.1553  0.0062  21.085   1.0556  0.02985    95643  0.010   0.8983   0.8972   3.870       1.459      0.2432    
   0.1612  0.0048  20.495   1.0483  0.03308    76479  0.011   0.8985   0.8832   3.871       1.407      0.2431    
   0.1671  0.0033  19.955   1.0200  0.03809    53729  0.011   0.8855   0.8623   3.926       1.559      0.2467    
