 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   1.500   900.0      0.000   164.9       7.162       675.0     901.750    1.7500   0.4277   0.3665   0.09362  0.1381E-01  0.3527E-02   0.9071   0.1568   1578.       247.4       1.1130  0.2137    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.0252  0.55829    43439  0.002   0.8535   0.3455   1.669       4.196      0.1097    
   0.0316  0.0170  60.580   1.0296  0.53776    57904  0.002   0.8293   0.3671   1.725       4.540      0.1129    
   0.0375  0.0185  55.932   1.0394  0.50027    72477  0.003   0.8065   0.3901   1.782       4.761      0.1161    
   0.0434  0.0194  51.810   1.0507  0.45817    86262  0.003   0.7865   0.4118   1.834       4.862      0.1190    
   0.0493  0.0199  48.169   1.0616  0.41717    98753  0.003   0.7696   0.4313   1.882       4.868      0.1216    
   0.0551  0.0199  44.948   1.0716  0.37944   109783  0.004   0.7556   0.4487   1.923       4.806      0.1239    
   0.0610  0.0197  42.094   1.0804  0.34569   119335  0.004   0.7441   0.4641   1.959       4.697      0.1258    
   0.0669  0.0193  39.560   1.0879  0.31610   127383  0.004   0.7348   0.4774   1.990       4.558      0.1274    
   0.0728  0.0187  37.303   1.0944  0.29035   134013  0.005   0.7273   0.4888   2.016       4.398      0.1287    
   0.0787  0.0180  35.288   1.1000  0.26804   139308  0.005   0.7213   0.4984   2.037       4.229      0.1298    
   0.0846  0.0173  33.482   1.1047  0.24872   143336  0.005   0.7167   0.5065   2.055       4.053      0.1306    
   0.0905  0.0165  31.855   1.1088  0.23194   146204  0.006   0.7132   0.5132   2.069       3.878      0.1313    
   0.0964  0.0157  30.386   1.1123  0.21735   147956  0.006   0.7107   0.5185   2.079       3.704      0.1317    
   0.1023  0.0149  29.055   1.1153  0.20463   148630  0.007   0.7090   0.5228   2.087       3.534      0.1320    
   0.1082  0.0141  27.843   1.1179  0.19352   148242  0.007   0.7081   0.5259   2.093       3.369      0.1322    
   0.1140  0.0132  26.737   1.1202  0.18383   146743  0.007   0.7079   0.5281   2.096       3.208      0.1323    
   0.1199  0.0124  25.723   1.1222  0.17536   144075  0.008   0.7083   0.5293   2.097       3.053      0.1322    
   0.1258  0.0115  24.792   1.1240  0.16796   140204  0.008   0.7092   0.5296   2.096       2.903      0.1320    
   0.1317  0.0106  23.934   1.1256  0.16151   135107  0.008   0.7105   0.5291   2.094       2.761      0.1318    
   0.1376  0.0096  23.142   1.1270  0.15591   128617  0.009   0.7121   0.5279   2.091       2.628      0.1315    
   0.1435  0.0086  22.408   1.1282  0.15129   120044  0.009   0.7143   0.5254   2.086       2.497      0.1311    
   0.1494  0.0075  21.723   1.1293  0.14786   108509  0.010   0.7178   0.5210   2.077       2.361      0.1304    
   0.1553  0.0062  21.085   1.1302  0.14587    93467  0.010   0.7224   0.5141   2.065       2.223      0.1296    
   0.1612  0.0048  20.495   1.1312  0.14541    74860  0.010   0.7245   0.5056   2.060       2.122      0.1292    
   0.1671  0.0033  19.955   1.1330  0.14396    52661  0.011   0.6970   0.5092   2.140       2.341      0.1343    
