 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   2.000   637.5      0.000   88.67       4.108       274.2     638.930    1.4302   0.3001   0.6466   0.17623  0.1479E-01  0.4032E-02   0.4301   0.1941   913.8       177.3       1.1382  0.1071    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   1.1287  0.17020    40234  0.002   0.9004   0.7208   2.083       2.941      0.1957    
   0.0316  0.0170  60.580   1.1270  0.17251    50565  0.002   0.8947   0.7320   2.111       3.187      0.1970    
   0.0375  0.0185  55.932   1.1268  0.16949    60603  0.002   0.8887   0.7408   2.138       3.334      0.1983    
   0.0434  0.0194  51.810   1.1275  0.16360    69848  0.002   0.8832   0.7478   2.164       3.396      0.1995    
   0.0493  0.0199  48.169   1.1286  0.15639    78052  0.003   0.8783   0.7533   2.187       3.394      0.2006    
   0.0551  0.0199  44.948   1.1300  0.14869    85182  0.003   0.8741   0.7578   2.208       3.348      0.2016    
   0.0610  0.0197  42.094   1.1314  0.14102    91274  0.003   0.8705   0.7614   2.226       3.273      0.2024    
   0.0669  0.0193  39.560   1.1327  0.13379    96332  0.003   0.8675   0.7641   2.241       3.180      0.2031    
   0.0728  0.0187  37.303   1.1339  0.12714   100430  0.004   0.8650   0.7661   2.255       3.075      0.2037    
   0.0787  0.0180  35.288   1.1351  0.12112   103632  0.004   0.8629   0.7673   2.266       2.964      0.2042    
   0.0846  0.0173  33.482   1.1361  0.11576   105986  0.004   0.8613   0.7678   2.276       2.851      0.2046    
   0.0905  0.0165  31.855   1.1370  0.11097   107564  0.004   0.8599   0.7678   2.284       2.738      0.2049    
   0.0964  0.0157  30.386   1.1378  0.10673   108395  0.005   0.8589   0.7672   2.290       2.628      0.2052    
   0.1023  0.0149  29.055   1.1385  0.10300   108501  0.005   0.8581   0.7661   2.296       2.521      0.2054    
   0.1082  0.0141  27.843   1.1392  0.09972   107888  0.005   0.8576   0.7645   2.301       2.418      0.2055    
   0.1140  0.0132  26.737   1.1397  0.09689   106518  0.005   0.8572   0.7624   2.305       2.319      0.2056    
   0.1199  0.0124  25.723   1.1402  0.09447   104344  0.006   0.8570   0.7599   2.308       2.224      0.2056    
   0.1258  0.0115  24.792   1.1407  0.09244   101340  0.006   0.8570   0.7568   2.310       2.134      0.2056    
   0.1317  0.0106  23.934   1.1411  0.09079    97487  0.006   0.8570   0.7531   2.312       2.050      0.2056    
   0.1376  0.0096  23.142   1.1415  0.08953    92663  0.006   0.8570   0.7489   2.314       1.972      0.2056    
   0.1435  0.0086  22.408   1.1418  0.08884    86370  0.007   0.8572   0.7435   2.315       1.896      0.2056    
   0.1494  0.0075  21.723   1.1421  0.08900    77977  0.007   0.8581   0.7363   2.313       1.814      0.2054    
   0.1553  0.0062  21.085   1.1424  0.09041    67096  0.007   0.8597   0.7262   2.311       1.729      0.2050    
   0.1612  0.0048  20.495   1.1426  0.09355    53687  0.007   0.8595   0.7125   2.312       1.673      0.2050    
   0.1671  0.0033  19.955   1.1433  0.09801    37737  0.008   0.8396   0.7005   2.365       1.890      0.2099    
