 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.500   900.0      0.000   159.2       7.096       668.7     901.743    1.7430   0.4255   0.1190   0.03121  0.1332E-01  0.3494E-02   1.4158   0.0506   1572.       79.58       1.0865  0.3148    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.8217  1.14348    37548  0.002   0.6209   0.1036  0.7748       6.727      0.5026E-01
   0.0316  0.0170  60.580   0.8699  1.01567    52180  0.002   0.5572   0.1330  0.8642       7.240      0.5601E-01
   0.0375  0.0185  55.932   0.9132  0.89374    67029  0.002   0.5081   0.1612  0.9491       7.510      0.6141E-01
   0.0434  0.0194  51.810   0.9495  0.78586    81164  0.003   0.4713   0.1875   1.025       7.577      0.6621E-01
   0.0493  0.0199  48.169   0.9792  0.69344    94044  0.003   0.4437   0.2114   1.092       7.498      0.7034E-01
   0.0551  0.0199  44.948   1.0033  0.61513   105471  0.003   0.4227   0.2329   1.149       7.326      0.7382E-01
   0.0610  0.0197  42.094   1.0230  0.54898   115409  0.004   0.4066   0.2522   1.198       7.098      0.7674E-01
   0.0669  0.0193  39.560   1.0391  0.49331   123824  0.004   0.3943   0.2691   1.238       6.834      0.7914E-01
   0.0728  0.0187  37.303   1.0524  0.44632   130797  0.005   0.3848   0.2839   1.272       6.553      0.8109E-01
   0.0787  0.0180  35.288   1.0634  0.40655   136408  0.005   0.3776   0.2966   1.299       6.265      0.8265E-01
   0.0846  0.0173  33.482   1.0725  0.37278   140726  0.005   0.3722   0.3074   1.320       5.977      0.8385E-01
   0.0905  0.0165  31.855   1.0802  0.34390   143859  0.006   0.3682   0.3165   1.337       5.693      0.8476E-01
   0.0964  0.0157  30.386   1.0867  0.31912   145852  0.006   0.3655   0.3240   1.349       5.415      0.8539E-01
   0.1023  0.0149  29.055   1.0922  0.29779   146746  0.006   0.3638   0.3300   1.357       5.145      0.8577E-01
   0.1082  0.0141  27.843   1.0969  0.27934   146559  0.007   0.3632   0.3346   1.361       4.883      0.8592E-01
   0.1140  0.0132  26.737   1.1010  0.26337   145244  0.007   0.3635   0.3379   1.361       4.629      0.8585E-01
   0.1199  0.0124  25.723   1.1045  0.24953   142748  0.008   0.3647   0.3397   1.358       4.382      0.8556E-01
   0.1258  0.0115  24.792   1.1076  0.23753   139034  0.008   0.3668   0.3403   1.352       4.142      0.8507E-01
   0.1317  0.0106  23.934   1.1102  0.22712   134084  0.008   0.3697   0.3397   1.342       3.911      0.8441E-01
   0.1376  0.0096  23.142   1.1126  0.21811   127729  0.009   0.3733   0.3380   1.330       3.688      0.8359E-01
   0.1435  0.0086  22.408   1.1146  0.21058   119288  0.009   0.3781   0.3347   1.315       3.467      0.8253E-01
   0.1494  0.0075  21.723   1.1164  0.20471   107886  0.009   0.3848   0.3291   1.293       3.239      0.8109E-01
   0.1553  0.0062  21.085   1.1179  0.20067    92976  0.010   0.3934   0.3210   1.265       3.007      0.7933E-01
   0.1612  0.0048  20.495   1.1193  0.19829    74499  0.010   0.4002   0.3124   1.244       2.816      0.7797E-01
   0.1671  0.0033  19.955   1.1221  0.19347    52423  0.011   0.3778   0.3230   1.318       2.985      0.8259E-01
