 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   6.000   637.5      0.000  -57.99      -2.766      -184.7     638.210    0.7103  -0.4074   1.8841   0.52868 -0.9676E-02 -0.2715E-02  -0.1048  -0.7676   453.3      -348.0      -0.4233  0.1142    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762  -0.4289  0.08419    95411  0.004   1.0378   1.7643   5.982     -0.5702      0.5094    
   0.0316  0.0170  60.580  -0.4263  0.09609   110816  0.004   1.0357   1.7641   5.976     -0.6364      0.5105    
   0.0375  0.0185  55.932  -0.4240  0.10823   123200  0.004   1.0335   1.7892   5.970     -0.6781      0.5116    
   0.0434  0.0194  51.810  -0.4221  0.11863   132465  0.004   1.0313   1.8192   5.964     -0.6984      0.5126    
   0.0493  0.0199  48.169  -0.4208  0.12645   138990  0.005   1.0293   1.8456   5.959     -0.7024      0.5136    
   0.0551  0.0199  44.948  -0.4199  0.13159   143356  0.005   1.0274   1.8657   5.954     -0.6955      0.5146    
   0.0610  0.0197  42.094  -0.4195  0.13431   146072  0.005   1.0258   1.8787   5.951     -0.6820      0.5154    
   0.0669  0.0193  39.560  -0.4193  0.13497   147434  0.005   1.0244   1.8847   5.947     -0.6643      0.5161    
   0.0728  0.0187  37.303  -0.4195  0.13400   147743  0.005   1.0232   1.8844   5.945     -0.6444      0.5167    
   0.0787  0.0180  35.288  -0.4198  0.13180   147201  0.005   1.0222   1.8788   5.942     -0.6236      0.5172    
   0.0846  0.0173  33.482  -0.4203  0.12875   145937  0.006   1.0213   1.8691   5.940     -0.6027      0.5177    
   0.0905  0.0165  31.855  -0.4209  0.12517   144081  0.006   1.0205   1.8569   5.938     -0.5823      0.5180    
   0.0964  0.0157  30.386  -0.4215  0.12128   141676  0.006   1.0199   1.8431   5.936     -0.5628      0.5184    
   0.1023  0.0149  29.055  -0.4222  0.11729   138750  0.006   1.0194   1.8289   5.935     -0.5442      0.5186    
   0.1082  0.0141  27.843  -0.4228  0.11335   135302  0.006   1.0189   1.8153   5.933     -0.5267      0.5189    
   0.1140  0.0132  26.737  -0.4235  0.10959   131271  0.007   1.0185   1.8033   5.932     -0.5102      0.5191    
   0.1199  0.0124  25.723  -0.4242  0.10611   126595  0.007   1.0182   1.7937   5.930     -0.4946      0.5192    
   0.1258  0.0115  24.792  -0.4248  0.10298   121231  0.007   1.0179   1.7876   5.929     -0.4800      0.5194    
   0.1317  0.0106  23.934  -0.4255  0.10026   115151  0.007   1.0177   1.7856   5.928     -0.4668      0.5195    
   0.1376  0.0096  23.142  -0.4261  0.09807   108204  0.007   1.0176   1.7894   5.927     -0.4550      0.5196    
   0.1435  0.0086  22.408  -0.4266  0.09666    99813  0.008   1.0174   1.8030   5.926     -0.4432      0.5196    
   0.1494  0.0075  21.723  -0.4272  0.09648    89267  0.008   1.0172   1.8339   5.925     -0.4297      0.5197    
   0.1553  0.0062  21.085  -0.4277  0.09814    76153  0.008   1.0169   1.8944   5.925     -0.4151      0.5199    
   0.1612  0.0048  20.495  -0.4281  0.10271    60460  0.008   1.0169   2.0116   5.923     -0.4076      0.5199    
   0.1671  0.0033  19.955  -0.4287  0.11282    42200  0.009   1.0201   2.2730   5.907     -0.4732      0.5183    
