 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   4.000   900.0      0.000   150.4       7.386       696.1     901.773    1.7734   0.4353   0.8641   0.24965  0.1259E-01  0.3637E-02   0.3854   0.3761   1599.       601.5       0.9037  0.2119E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0257  0.0149  65.762   0.9265  0.02940    71456  0.003   0.9261   0.9269   4.076       1.913      0.2696    
   0.0316  0.0170  60.580   0.9357  0.02698    86828  0.003   0.9249   0.9395   4.104       2.116      0.2699    
   0.0375  0.0185  55.932   0.9384  0.02509   101060  0.004   0.9241   0.9466   4.131       2.231      0.2702    
   0.0434  0.0194  51.810   0.9388  0.02367   113630  0.004   0.9235   0.9507   4.156       2.278      0.2703    
   0.0493  0.0199  48.169   0.9381  0.02260   124393  0.004   0.9232   0.9529   4.178       2.277      0.2704    
   0.0551  0.0199  44.948   0.9360  0.02177   133468  0.004   0.9229   0.9540   4.197       2.241      0.2705    
   0.0610  0.0197  42.094   0.9328  0.02109   141019  0.005   0.9228   0.9543   4.213       2.185      0.2705    
   0.0669  0.0193  39.560   0.9291  0.02056   147111  0.005   0.9228   0.9541   4.227       2.115      0.2705    
   0.0728  0.0187  37.303   0.9251  0.02013   151890  0.005   0.9229   0.9534   4.239       2.039      0.2705    
   0.0787  0.0180  35.288   0.9211  0.01980   155464  0.006   0.9230   0.9524   4.249       1.960      0.2705    
   0.0846  0.0173  33.482   0.9172  0.01955   157909  0.006   0.9231   0.9511   4.257       1.881      0.2705    
   0.0905  0.0165  31.855   0.9132  0.01937   159332  0.006   0.9233   0.9496   4.264       1.803      0.2704    
   0.0964  0.0157  30.386   0.9095  0.01925   159768  0.007   0.9234   0.9478   4.270       1.729      0.2704    
   0.1023  0.0149  29.055   0.9059  0.01920   159244  0.007   0.9236   0.9459   4.275       1.657      0.2703    
   0.1082  0.0141  27.843   0.9024  0.01921   157763  0.007   0.9238   0.9437   4.280       1.589      0.2703    
   0.1140  0.0132  26.737   0.8991  0.01929   155260  0.008   0.9240   0.9412   4.283       1.525      0.2702    
   0.1199  0.0124  25.723   0.8960  0.01944   151668  0.008   0.9242   0.9385   4.286       1.464      0.2701    
   0.1258  0.0115  24.792   0.8930  0.01968   146940  0.008   0.9244   0.9355   4.289       1.407      0.2701    
   0.1317  0.0106  23.934   0.8902  0.02002   141048  0.009   0.9246   0.9320   4.291       1.354      0.2700    
   0.1376  0.0096  23.142   0.8874  0.02048   133810  0.009   0.9247   0.9281   4.293       1.305      0.2700    
   0.1435  0.0086  22.408   0.8848  0.02116   124510  0.010   0.9249   0.9233   4.295       1.258      0.2699    
   0.1494  0.0075  21.723   0.8828  0.02224   112239  0.010   0.9254   0.9170   4.295       1.207      0.2698    
   0.1553  0.0062  21.085   0.8813  0.02395    96444  0.010   0.9262   0.9084   4.293       1.155      0.2696    
   0.1612  0.0048  20.495   0.8788  0.02670    77076  0.011   0.9260   0.8957   4.296       1.121      0.2696    
   0.1671  0.0033  19.955   0.8592  0.03112    54121  0.011   0.9156   0.8756   4.342       1.253      0.2727    
