 
# QPROP Version 1.22
# 
# Nemo MIL Input                                                                  
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   3.000   545.5      0.000   133.7       10.34       590.5     547.533    2.0826   0.5179   0.6792   0.23873  0.1087E-01  0.3819E-02   0.2735   0.3518   1140.       401.1       1.1298  0.1349    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0291  0.0085  76.112   1.1321  0.14136    29771  0.002   0.9548   0.7169   3.031       1.110      0.2500    
   0.0369  0.0104  71.730   1.1263  0.16174    38934  0.002   0.9529   0.7167   3.046       1.289      0.2505    
   0.0447  0.0120  67.619   1.1218  0.17710    48369  0.003   0.9506   0.7138   3.062       1.426      0.2511    
   0.0525  0.0134  63.779   1.1189  0.18647    57932  0.003   0.9479   0.7118   3.078       1.531      0.2518    
   0.0603  0.0144  60.210   1.1175  0.19039    67388  0.003   0.9451   0.7115   3.094       1.609      0.2526    
   0.0681  0.0152  56.915   1.1172  0.19014    76440  0.003   0.9422   0.7125   3.110       1.663      0.2534    
   0.0759  0.0157  53.887   1.1177  0.18701    84818  0.004   0.9394   0.7145   3.125       1.695      0.2541    
   0.0837  0.0160  51.109   1.1188  0.18195    92387  0.004   0.9368   0.7170   3.140       1.708      0.2548    
   0.0915  0.0161  48.560   1.1201  0.17569    99063  0.004   0.9344   0.7199   3.153       1.707      0.2555    
   0.0993  0.0160  46.224   1.1217  0.16880   104780  0.004   0.9322   0.7229   3.165       1.695      0.2561    
   0.1070  0.0157  44.081   1.1233  0.16169   109498  0.005   0.9303   0.7260   3.176       1.673      0.2566    
   0.1148  0.0153  42.113   1.1249  0.15462   113208  0.005   0.9286   0.7289   3.186       1.644      0.2571    
   0.1226  0.0149  40.304   1.1265  0.14779   115897  0.005   0.9271   0.7316   3.194       1.610      0.2575    
   0.1304  0.0143  38.640   1.1280  0.14130   117569  0.005   0.9259   0.7341   3.202       1.572      0.2578    
   0.1382  0.0137  37.105   1.1294  0.13519   118221  0.006   0.9248   0.7363   3.209       1.531      0.2581    
   0.1460  0.0130  35.687   1.1307  0.12952   117806  0.006   0.9239   0.7382   3.215       1.489      0.2584    
   0.1538  0.0123  34.374   1.1319  0.12430   116284  0.006   0.9232   0.7398   3.220       1.445      0.2586    
   0.1616  0.0114  33.158   1.1330  0.11952   113630  0.007   0.9226   0.7410   3.224       1.402      0.2588    
   0.1694  0.0106  32.028   1.1341  0.11518   109834  0.007   0.9221   0.7418   3.228       1.360      0.2589    
   0.1772  0.0097  30.977   1.1351  0.11129   104773  0.007   0.9216   0.7422   3.231       1.319      0.2590    
   0.1849  0.0087  29.997   1.1359  0.10793    97913  0.007   0.9213   0.7420   3.234       1.278      0.2591    
   0.1927  0.0076  29.078   1.1367  0.10526    88572  0.008   0.9215   0.7407   3.235       1.231      0.2591    
   0.2005  0.0063  28.218   1.1375  0.10351    76318  0.008   0.9220   0.7378   3.235       1.181      0.2589    
   0.2083  0.0049  27.418   1.1382  0.10290    61079  0.008   0.9216   0.7330   3.237       1.149      0.2590    
   0.2161  0.0033  26.680   1.1393  0.10248    42808  0.009   0.9091   0.7303   3.280       1.308      0.2626    
