 
# QPROP Version 1.22
# 
# Nemo_CR MIL Input                                                               
# 
# Any motor                                                                       
#    1.0000      motor parameter 1 ,  R  (Ohms) 
#    1.0000      motor parameter 2 ,  Io (Amps) 
#    1.0000      motor parameter 3 ,  Kv (rpm/Vo
# 
#   rho =  1025.0     kg/m^3
#   mu  = 0.10020E-02 kg/m-s
#   a   =  1481.0     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   1.000   375.4      0.000   52.12       4.991       196.2     376.923    1.5227   0.3419   0.2656   0.12719  0.1309E-01  0.6269E-02   0.3451   0.0908   573.9       52.12       1.1429  0.4743    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0371  0.0110  74.824   1.0306  0.76830    19940  0.001   0.9246   0.2231   1.053       2.123      0.1376    
   0.0438  0.0126  71.683   1.0177  0.79338    25545  0.001   0.9134   0.2265   1.067       2.303      0.1392    
   0.0504  0.0139  68.682   1.0168  0.79828    31606  0.001   0.9010   0.2333   1.084       2.476      0.1412    
   0.0571  0.0151  65.822   1.0253  0.79036    38001  0.002   0.8876   0.2418   1.101       2.642      0.1433    
   0.0637  0.0162  63.105   1.0387  0.77381    44541  0.002   0.8739   0.2508   1.119       2.790      0.1455    
   0.0704  0.0170  60.535   1.0525  0.74988    50989  0.002   0.8607   0.2599   1.138       2.908      0.1478    
   0.0770  0.0175  58.111   1.0643  0.71940    57132  0.002   0.8487   0.2693   1.155       2.987      0.1499    
   0.0837  0.0179  55.826   1.0748  0.68555    62876  0.002   0.8378   0.2787   1.171       3.035      0.1518    
   0.0903  0.0181  53.673   1.0857  0.65153    68166  0.002   0.8278   0.2880   1.186       3.061      0.1536    
   0.0970  0.0181  51.647   1.0970  0.61881    72939  0.003   0.8186   0.2968   1.201       3.069      0.1554    
   0.1036  0.0180  49.744   1.1080  0.58750    77129  0.003   0.8104   0.3052   1.214       3.060      0.1569    
   0.1103  0.0178  47.961   1.1181  0.55756    80682  0.003   0.8031   0.3132   1.226       3.036      0.1584    
   0.1169  0.0174  46.289   1.1275  0.52918    83565  0.003   0.7968   0.3207   1.237       2.999      0.1596    
   0.1235  0.0169  44.718   1.1362  0.50255    85760  0.003   0.7912   0.3278   1.247       2.953      0.1608    
   0.1302  0.0164  43.241   1.1444  0.47771    87219  0.004   0.7863   0.3344   1.256       2.899      0.1618    
   0.1368  0.0157  41.852   1.1519  0.45453    87823  0.004   0.7823   0.3406   1.263       2.836      0.1626    
   0.1435  0.0149  40.545   1.1585  0.43285    87452  0.004   0.7792   0.3463   1.269       2.765      0.1632    
   0.1501  0.0141  39.314   1.1647  0.41294    86073  0.004   0.7768   0.3514   1.274       2.688      0.1637    
   0.1568  0.0131  38.154   1.1709  0.39523    83721  0.004   0.7749   0.3558   1.278       2.610      0.1641    
   0.1634  0.0121  37.060   1.1772  0.37959    80335  0.004   0.7731   0.3594   1.282       2.535      0.1645    
   0.1701  0.0109  36.027   1.1821  0.36430    75478  0.005   0.7723   0.3629   1.284       2.454      0.1647    
   0.1767  0.0096  35.048   1.1843  0.34760    68589  0.005   0.7730   0.3670   1.284       2.358      0.1645    
   0.1834  0.0080  34.121   1.1843  0.33057    59318  0.005   0.7750   0.3712   1.281       2.250      0.1641    
   0.1900  0.0062  33.248   1.1847  0.31623    47617  0.005   0.7750   0.3747   1.282       2.175      0.1641    
   0.1967  0.0042  32.430   1.1899  0.30131    33458  0.005   0.7481   0.3880   1.327       2.439      0.1700    
